own_army_size,own_training_level,own_equipment_prestige,own_supplies,own_morale,own_fatigue,own_commander_skill,own_command_efficiency,own_technology_level,enemy_army_size,enemy_training_level,enemy_equipment_prestige,enemy_supplies,enemy_morale,enemy_fatigue,enemy_commander_skill,enemy_command_efficiency,enemy_technology_level,army_size_ratio (enemy/own),training_level_ratio (enemy/own),equipment_prestige_ratio (enemy/own),supplies_ratio (enemy/own),morale_ratio (enemy/own),fatigue_ratio (enemy/own),commander_skill_ratio (enemy/own),command_efficiency_ratio (enemy/own),technology_level_ratio (enemy/own),weather_condition,visibility,time_of_day,own_strategic_posture,enemy_strategic_posture,surprise_ambush_factor,home_territory_advantage,win_chance_%
6304,6.72,8.35,3132,9.79,7.46,5.21,2.26,3.13,14423,2.47,7.75,1498,11.34,10.7,11.45,1.75,0.88,2.288,0.368,0.928,0.478,1.158,1.434,2.198,0.774,0.281,Clear,Good,Morning,Defend,Attack,Partial,No,83.4
8293,3.13,4.23,1538,2.86,5.57,3.97,9.65,6.66,13561,9.72,0.91,4152,5.54,11.88,11.94,7.18,9.32,1.635,3.105,0.215,2.7,1.937,2.133,3.008,0.744,1.399,Storm,Moderate,Dusk,Defend,Defend,None,Yes,1.0
4339,8.87,6.88,4690,3.19,1.75,1.42,6.49,5.25,12135,3.3,7.39,328,9.59,4.47,3.69,6.65,0.55,2.797,0.372,1.074,0.07,3.006,2.554,2.599,1.025,0.105,Cloudy,Moderate,Midday,Attack,Attack,None,No,93.2
2604,7.59,6.01,3994,4.04,9.84,8.79,1.06,1.96,11945,10.05,6.37,2999,1.47,7.48,6.04,0.56,2.47,4.587,1.324,1.06,0.751,0.364,0.76,0.687,0.528,1.26,Clear,Good,Dawn,Defend,Attack,None,Yes,10.6
5364,7.68,1.58,3283,5.19,1.77,4.77,8.28,1.29,7392,3.58,4.01,5377,2.9,1.89,0.82,4.91,0.55,1.378,0.466,2.538,1.638,0.559,1.068,0.172,0.593,0.426,Cloudy,Moderate,Dusk,Defend,Attack,None,Yes,84.6
5714,9.97,6.6,1494,7.28,2.43,7.17,1.78,1.22,13154,3.0,4.47,2043,1.85,5.33,9.85,3.64,2.55,2.302,0.301,0.677,1.367,0.254,2.193,1.374,2.045,2.09,Rain,Low,Morning,Defend,Defend,Partial,Yes,73.0
5614,8.22,8.33,3536,4.17,4.78,2.38,7.37,4.79,4724,11.33,5.73,5115,1.15,10.38,0.94,9.86,11.64,0.841,1.378,0.688,1.447,0.276,2.172,0.395,1.338,2.43,Cloudy,Excellent,Dusk,Attack,Defend,None,No,92.0
5868,8.46,9.93,1517,1.94,9.5,8.46,6.59,8.09,5507,7.82,6.15,2325,5.6,8.8,9.34,11.1,3.18,0.938,0.924,0.619,1.533,2.887,0.926,1.104,1.684,0.393,Rain,Low,Morning,Attack,Defend,None,Yes,63.8
9513,9.56,1.27,284,7.57,3.64,8.42,1.57,6.16,3397,6.71,5.38,551,10.32,6.42,3.69,4.93,5.29,0.357,0.702,4.236,1.94,1.363,1.764,0.438,3.14,0.859,Rain,Low,Midday,Attack,Defend,Full Ambush,No,92.5
9071,2.36,6.94,2591,8.15,6.12,5.34,5.78,8.29,6166,1.06,5.01,6314,3.71,10.15,11.25,3.27,7.84,0.68,0.449,0.722,2.437,0.455,1.658,2.107,0.566,0.946,Cloudy,Low,Afternoon,Defend,Defend,Partial,No,94.5
8819,5.48,4.73,2495,3.23,5.69,7.05,1.43,3.87,3658,3.74,4.23,2971,3.21,10.05,3.37,9.57,6.75,0.415,0.682,0.894,1.191,0.994,1.766,0.478,6.692,1.744,Clear,Good,Morning,Attack,Defend,None,No,92.5
8113,6.23,1.09,3839,2.23,3.97,5.69,1.58,2.26,5229,1.92,7.95,5190,9.23,10.95,11.99,11.79,2.33,0.645,0.308,7.294,1.352,4.139,2.758,2.107,7.462,1.031,Clear,Moderate,Midday,Attack,Defend,None,Yes,26.8
9463,3.96,6.53,4342,5.75,7.27,5.97,1.46,8.23,10418,2.33,5.21,4179,3.53,2.81,2.08,4.19,1.65,1.101,0.588,0.798,0.962,0.614,0.387,0.348,2.87,0.2,Rain,Good,Dawn,Attack,Attack,None,Yes,92.8
1436,8.55,2.1,1837,2.87,5.51,9.0,3.3,7.55,6565,3.52,4.15,4735,7.51,3.13,10.83,1.07,5.39,4.572,0.412,1.976,2.578,2.617,0.568,1.203,0.324,0.714,Cloudy,Good,Morning,Attack,Attack,None,No,3.1
3019,7.86,4.41,2302,4.37,6.2,9.7,8.22,6.3,11561,2.06,10.88,3790,2.34,11.72,2.37,8.85,5.56,3.829,0.262,2.467,1.646,0.535,1.89,0.244,1.077,0.883,Cloudy,Low,Dusk,Defend,Attack,None,Yes,29.1
5203,7.49,3.35,2405,8.0,2.89,4.31,4.26,8.99,7289,10.85,2.59,3859,5.15,6.33,9.99,8.91,1.61,1.401,1.449,0.773,1.605,0.644,2.19,2.318,2.092,0.179,Rain,Moderate,Dusk,Attack,Attack,Full Ambush,Yes,80.1
8542,9.97,4.25,1689,2.98,9.34,3.99,6.76,6.68,2261,1.48,2.17,6078,6.77,7.96,3.88,4.34,3.09,0.265,0.148,0.511,3.599,2.272,0.852,0.972,0.642,0.463,Clear,Good,Afternoon,Attack,Attack,None,Yes,97.1
5299,3.33,5.43,3743,8.26,2.0,3.73,2.12,5.73,11183,10.38,9.43,3986,11.97,10.92,5.62,6.98,5.56,2.11,3.117,1.737,1.065,1.449,5.46,1.507,3.292,0.97,Fog,Low,Dusk,Defend,Defend,None,No,2.5
7606,7.62,4.23,2658,7.07,7.21,7.94,9.4,5.52,1176,6.01,1.83,5672,10.34,6.75,6.51,1.44,11.45,0.155,0.789,0.433,2.134,1.463,0.936,0.82,0.153,2.074,Rain,Moderate,Night,Defend,Defend,Full Ambush,No,98.7
1820,5.96,5.97,4578,2.98,8.97,7.51,5.54,6.56,14148,2.3,3.62,3157,0.66,2.22,10.86,8.26,1.53,7.774,0.386,0.606,0.69,0.221,0.247,1.446,1.491,0.233,Clear,Moderate,Dusk,Attack,Defend,None,Yes,70.2
2898,3.82,3.15,3287,5.74,1.76,1.39,1.22,5.65,12647,6.56,4.54,6812,7.81,4.92,2.44,8.67,10.04,4.364,1.717,1.441,2.072,1.361,2.795,1.755,7.107,1.777,Cloudy,Good,Night,Defend,Defend,None,No,1.0
7452,2.45,6.72,1138,6.53,1.26,1.8,5.84,3.45,14454,10.4,3.79,482,7.91,6.45,11.38,2.85,10.42,1.94,4.245,0.564,0.424,1.211,5.119,6.322,0.488,3.02,Clear,Very Low,Dawn,Defend,Attack,Partial,Yes,4.0
2065,9.06,8.68,908,2.8,4.0,6.82,2.66,9.58,3880,10.73,8.95,2683,6.83,5.97,2.96,9.62,6.78,1.879,1.184,1.031,2.955,2.439,1.492,0.434,3.617,0.708,Cloudy,Excellent,Midday,Attack,Defend,None,No,8.5
3838,6.36,3.02,1925,2.3,8.11,3.47,2.76,9.62,7322,4.59,2.77,1291,0.81,11.93,8.02,0.87,9.07,1.908,0.722,0.917,0.671,0.352,1.471,2.311,0.315,0.943,Fog,Good,Afternoon,Attack,Attack,Partial,Yes,93.0
3016,8.42,5.57,1800,5.78,7.46,1.82,6.4,2.5,3057,8.21,8.43,2115,3.72,3.16,8.67,9.88,9.6,1.014,0.975,1.513,1.175,0.644,0.424,4.764,1.544,3.84,Clear,Moderate,Morning,Defend,Defend,None,No,1.1
3824,5.91,6.84,2095,7.24,8.4,4.72,3.04,5.78,6453,1.26,3.86,896,2.84,9.27,9.97,10.45,9.78,1.688,0.213,0.564,0.428,0.392,1.104,2.112,3.437,1.692,Clear,Good,Afternoon,Attack,Attack,None,No,88.0
7229,2.98,6.08,1000,5.19,4.58,8.9,2.93,8.11,3807,6.24,10.35,3519,0.9,0.86,11.74,1.19,3.92,0.527,2.094,1.702,3.519,0.173,0.188,1.319,0.406,0.483,Cloudy,Good,Night,Attack,Defend,None,Yes,73.4
3995,4.04,4.29,4893,1.63,9.94,4.3,5.87,1.49,12821,3.11,10.57,143,10.68,4.7,1.19,10.67,8.53,3.209,0.77,2.464,0.029,6.552,0.473,0.277,1.818,5.725,Clear,Moderate,Morning,Defend,Attack,None,No,7.5
5775,4.43,6.78,814,9.33,4.29,7.26,3.12,2.11,1999,3.94,3.71,4113,7.26,1.62,9.47,8.88,0.8,0.346,0.889,0.547,5.053,0.778,0.378,1.304,2.846,0.379,Cloudy,Low,Afternoon,Defend,Attack,None,No,16.2
1449,9.76,1.25,3298,7.25,8.25,9.11,1.99,5.9,3531,5.84,7.36,6576,3.49,7.03,4.88,4.33,4.72,2.437,0.598,5.888,1.994,0.481,0.852,0.536,2.176,0.8,Clear,Excellent,Night,Defend,Defend,None,Yes,9.7
8148,1.05,4.33,164,6.59,4.16,2.52,4.67,1.26,4108,11.01,9.83,1176,10.67,3.78,8.58,0.83,11.37,0.504,10.486,2.27,7.171,1.619,0.909,3.405,0.178,9.024,Clear,Excellent,Afternoon,Defend,Defend,Partial,No,1.0
4014,9.87,5.79,2094,6.79,2.97,6.49,1.47,8.5,11125,9.97,1.34,4623,10.27,7.67,3.68,11.38,8.91,2.772,1.01,0.231,2.208,1.513,2.582,0.567,7.741,1.048,Cloudy,Good,Night,Attack,Defend,None,Yes,25.5
6661,9.82,1.19,1615,4.59,4.03,9.17,9.15,8.86,9530,4.9,7.04,1852,3.13,7.26,11.36,4.87,2.72,1.431,0.499,5.916,1.147,0.682,1.801,1.239,0.532,0.307,Clear,Very Low,Morning,Defend,Attack,None,No,23.2
7391,9.97,5.57,1972,9.86,2.73,2.74,5.06,7.63,2217,5.99,11.73,1061,3.19,6.42,9.13,8.02,9.88,0.3,0.601,2.106,0.538,0.324,2.352,3.332,1.585,1.295,Rain,Moderate,Midday,Defend,Defend,None,No,89.6
2492,5.29,6.89,2541,2.19,2.16,9.9,1.12,8.4,9164,10.55,4.67,5872,2.58,10.22,5.23,3.33,6.87,3.677,1.994,0.678,2.311,1.178,4.731,0.528,2.973,0.818,Clear,Good,Dawn,Defend,Attack,Partial,No,2.2
8904,9.67,7.83,3042,7.65,4.28,4.29,3.02,7.05,12727,1.45,8.88,3336,2.68,5.56,11.6,11.36,8.69,1.429,0.15,1.134,1.097,0.35,1.299,2.704,3.762,1.233,Cloudy,Moderate,Morning,Defend,Attack,Partial,Yes,70.3
6354,4.56,2.02,2959,4.79,2.32,2.96,9.62,2.28,6893,9.43,9.66,514,8.92,9.16,9.53,2.73,9.12,1.085,2.068,4.782,0.174,1.862,3.948,3.22,0.284,4.0,Clear,Good,Morning,Defend,Defend,None,No,16.7
4573,1.24,9.92,3190,8.93,5.52,8.54,5.47,1.27,9255,2.45,9.05,3818,3.26,5.41,8.73,2.8,1.19,2.024,1.976,0.912,1.197,0.365,0.98,1.022,0.512,0.937,Rain,Excellent,Dusk,Defend,Defend,Partial,No,39.7
2232,3.02,6.46,4238,7.46,1.32,5.21,4.23,8.63,8073,3.71,11.42,6852,10.05,11.51,10.01,10.54,3.18,3.617,1.228,1.768,1.617,1.347,8.72,1.921,2.492,0.368,Clear,Good,Afternoon,Attack,Attack,None,No,2.4
9452,9.51,4.27,4445,6.06,4.88,7.04,3.84,7.36,5496,3.0,9.33,5642,11.63,2.34,7.97,1.52,9.29,0.581,0.315,2.185,1.269,1.919,0.48,1.132,0.396,1.262,Cloudy,Moderate,Night,Attack,Defend,Partial,No,91.5
7673,1.12,3.24,3713,9.44,9.62,5.41,4.75,4.59,238,6.84,11.23,3916,1.14,8.95,5.96,10.24,1.1,0.031,6.107,3.466,1.055,0.121,0.93,1.102,2.156,0.24,Cloudy,Moderate,Dawn,Defend,Attack,None,Yes,99.0
2476,5.91,6.16,487,9.21,4.23,6.79,2.91,8.17,2957,3.14,3.16,6658,6.58,1.24,3.79,2.34,4.54,1.194,0.531,0.513,13.671,0.714,0.293,0.558,0.804,0.556,Rain,Excellent,Afternoon,Defend,Defend,Partial,No,38.4
3708,1.68,8.94,4810,1.47,2.24,1.32,7.74,1.48,14218,5.75,7.3,5625,0.91,2.33,1.71,8.52,1.08,3.834,3.423,0.817,1.169,0.619,1.04,1.295,1.101,0.73,Cloudy,Moderate,Dawn,Defend,Attack,None,No,1.0
8192,3.58,5.69,4742,2.73,3.75,4.15,5.57,3.87,5449,0.8,4.85,3161,4.29,6.59,5.19,4.79,2.76,0.665,0.223,0.852,0.667,1.571,1.757,1.251,0.86,0.713,Clear,Moderate,Midday,Defend,Attack,Partial,Yes,98.8
7109,1.79,6.95,3587,7.08,8.12,6.92,7.76,4.08,4597,4.14,8.81,3318,11.25,5.71,5.92,4.47,0.67,0.647,2.313,1.268,0.925,1.589,0.703,0.855,0.576,0.164,Rain,Low,Afternoon,Attack,Attack,None,Yes,76.9
7775,8.74,4.22,2635,9.3,3.82,4.16,3.29,1.94,9286,8.68,2.24,6494,4.71,11.54,11.35,9.2,0.81,1.194,0.993,0.531,2.465,0.506,3.021,2.728,2.796,0.418,Fog,Moderate,Afternoon,Attack,Attack,Partial,No,40.8
4691,6.32,4.49,1328,4.87,4.45,7.98,1.01,7.68,13576,5.5,2.56,364,8.42,0.51,7.63,8.72,10.51,2.894,0.87,0.57,0.274,1.729,0.115,0.956,8.634,1.368,Clear,Moderate,Morning,Attack,Defend,Partial,No,18.9
7307,9.12,3.58,3806,1.34,8.1,9.65,9.7,8.0,4676,9.97,2.0,2332,6.67,7.37,1.08,4.6,5.0,0.64,1.093,0.559,0.613,4.978,0.91,0.112,0.474,0.625,Clear,Excellent,Afternoon,Defend,Attack,None,Yes,96.8
4172,7.2,7.35,4402,6.79,3.35,1.34,5.61,6.25,3502,5.79,3.59,3100,7.25,4.15,0.77,2.09,2.62,0.839,0.804,0.488,0.704,1.068,1.239,0.575,0.373,0.419,Clear,Good,Afternoon,Attack,Attack,None,No,99.0
2507,9.74,4.23,3359,2.75,5.3,8.7,1.72,4.76,13549,10.57,2.65,1452,11.93,6.08,10.18,4.68,6.9,5.404,1.085,0.626,0.432,4.338,1.147,1.17,2.721,1.45,Rain,Moderate,Night,Attack,Attack,None,Yes,3.8
6510,5.59,2.72,3182,5.97,1.57,2.52,1.93,6.46,11648,5.04,9.4,1284,9.94,6.89,7.31,7.92,7.13,1.789,0.902,3.456,0.404,1.665,4.389,2.901,4.104,1.104,Clear,Good,Dusk,Defend,Defend,None,Yes,13.3
9772,6.75,4.32,1046,4.46,2.57,9.26,4.91,9.09,10598,4.65,7.25,3535,11.07,6.71,6.98,0.52,5.14,1.085,0.689,1.678,3.38,2.482,2.611,0.754,0.106,0.565,Fog,Moderate,Afternoon,Attack,Defend,Full Ambush,No,94.7
3451,6.19,8.68,1853,6.02,2.89,9.52,7.26,4.22,8446,3.45,4.77,4124,8.18,11.53,4.6,10.36,5.09,2.447,0.557,0.55,2.226,1.359,3.99,0.483,1.427,1.206,Cloudy,Low,Dawn,Defend,Defend,None,No,28.5
4879,5.36,7.64,3643,9.39,5.17,6.12,4.57,4.01,6498,5.81,2.86,3241,5.13,11.85,8.76,11.42,3.42,1.332,1.084,0.374,0.89,0.546,2.292,1.431,2.499,0.853,Storm,Excellent,Night,Defend,Attack,None,Yes,35.7
6903,8.61,4.01,183,5.37,8.39,5.31,8.38,6.6,9640,10.06,9.74,2878,4.86,6.31,10.08,10.59,4.93,1.396,1.168,2.429,15.727,0.905,0.752,1.898,1.264,0.747,Rain,Moderate,Morning,Defend,Attack,Full Ambush,Yes,1.0
5644,6.8,9.16,3242,1.31,4.19,7.83,3.96,7.15,3410,8.71,10.62,4955,11.65,5.13,10.81,7.94,9.38,0.604,1.281,1.159,1.528,8.893,1.224,1.381,2.005,1.312,Clear,Very Low,Morning,Attack,Defend,None,No,6.3
8513,8.21,1.67,3857,6.23,4.42,9.26,1.41,5.12,12297,2.49,10.31,5200,3.92,8.81,5.61,5.76,3.69,1.444,0.303,6.174,1.348,0.629,1.993,0.606,4.085,0.721,Clear,Moderate,Dusk,Attack,Defend,None,Yes,65.7
7737,8.08,1.45,1740,3.93,3.71,3.09,1.07,8.74,6363,11.14,11.14,1259,2.64,6.46,1.46,1.4,1.51,0.822,1.379,7.683,0.724,0.672,1.741,0.472,1.308,0.173,Cloudy,Good,Dusk,Defend,Defend,None,No,69.0
1054,2.72,2.15,473,8.0,3.88,4.44,8.73,4.17,11370,5.64,9.79,501,1.99,8.96,10.48,8.81,1.24,10.787,2.074,4.553,1.059,0.249,2.309,2.36,1.009,0.297,Clear,Low,Dusk,Attack,Attack,None,No,1.0
9985,6.85,2.05,4114,5.23,4.63,4.76,9.86,6.77,12213,3.06,7.78,501,6.76,4.91,8.35,5.06,4.69,1.223,0.447,3.795,0.122,1.293,1.06,1.754,0.513,0.693,Clear,Good,Afternoon,Defend,Defend,None,Yes,98.1
7648,2.8,1.79,795,7.67,9.09,8.61,2.2,7.01,1315,11.3,5.45,5157,8.63,5.86,8.74,3.82,9.74,0.172,4.036,3.045,6.487,1.125,0.645,1.015,1.736,1.389,Cloudy,Good,Afternoon,Defend,Defend,None,Yes,3.7
8707,6.25,6.95,1917,9.18,1.22,2.23,1.56,3.65,10197,5.57,3.84,159,6.13,1.43,11.35,4.3,4.59,1.171,0.891,0.553,0.083,0.668,1.172,5.09,2.756,1.258,Rain,Good,Midday,Attack,Defend,None,No,90.2
6686,7.1,6.41,3566,4.26,6.62,6.61,9.23,1.17,4681,2.5,0.57,6829,10.87,8.05,3.14,0.84,1.95,0.7,0.352,0.089,1.915,2.552,1.216,0.475,0.091,1.667,Cloudy,Very Low,Dusk,Attack,Attack,Partial,Yes,97.1
8635,9.98,6.83,4103,9.9,8.99,4.16,1.91,8.44,5510,9.97,10.07,4957,8.99,9.93,9.82,6.77,7.58,0.638,0.999,1.474,1.208,0.908,1.105,2.361,3.545,0.898,Cloudy,Moderate,Afternoon,Attack,Attack,None,Yes,27.2
1568,1.27,7.2,4326,2.35,4.75,8.97,3.06,5.34,11055,6.25,5.52,4199,2.48,2.54,5.47,9.27,7.03,7.05,4.921,0.767,0.971,1.055,0.535,0.61,3.029,1.316,Clear,Moderate,Dusk,Attack,Defend,Partial,No,1.1
3804,1.82,7.81,2699,6.8,6.86,4.06,8.21,1.86,14369,2.76,10.53,272,11.47,11.44,11.29,9.94,7.3,3.777,1.516,1.348,0.101,1.687,1.668,2.781,1.211,3.925,Cloudy,Good,Midday,Defend,Defend,Partial,No,9.0
8826,1.69,2.86,2432,1.31,6.27,9.8,9.98,9.62,12094,8.32,4.2,272,8.03,11.8,4.27,9.99,6.26,1.37,4.923,1.469,0.112,6.13,1.882,0.436,1.001,0.651,Cloudy,Low,Midday,Defend,Attack,None,No,13.7
2416,4.59,6.6,4257,2.92,4.05,1.14,5.37,3.67,4517,11.79,4.39,3223,2.49,7.13,7.13,1.34,11.52,1.87,2.569,0.665,0.757,0.853,1.76,6.254,0.25,3.139,Clear,Low,Dawn,Defend,Attack,None,Yes,4.5
1243,8.39,6.22,2859,6.7,2.24,3.16,2.9,5.27,10676,1.47,0.74,2715,5.55,1.4,8.14,11.21,10.34,8.589,0.175,0.119,0.95,0.828,0.625,2.576,3.866,1.962,Storm,Good,Dawn,Attack,Defend,Full Ambush,No,37.4
7987,8.6,9.49,2935,1.42,2.98,5.12,8.63,5.36,5051,5.5,6.08,2062,5.77,9.65,0.97,10.42,4.42,0.632,0.64,0.641,0.703,4.063,3.238,0.189,1.207,0.825,Cloudy,Moderate,Dawn,Attack,Attack,Full Ambush,Yes,99.0
8437,7.63,3.09,2226,1.92,1.52,3.31,4.55,4.34,6706,6.4,6.12,948,7.76,5.87,7.9,1.8,6.51,0.795,0.839,1.981,0.426,4.042,3.862,2.387,0.396,1.5,Fog,Very Low,Morning,Defend,Attack,None,No,10.9
2045,9.07,1.53,1927,3.62,7.88,7.64,3.45,2.36,2021,8.1,8.03,1944,11.47,10.45,8.47,1.39,6.53,0.988,0.893,5.248,1.009,3.169,1.326,1.109,0.403,2.767,Fog,Excellent,Midday,Attack,Attack,None,No,6.0
8616,3.91,6.88,2455,6.18,5.8,8.33,5.41,7.34,12547,3.13,9.12,4462,4.98,9.81,10.03,10.52,8.98,1.456,0.801,1.326,1.818,0.806,1.691,1.204,1.945,1.223,Fog,Good,Morning,Attack,Defend,Partial,Yes,56.9
7024,1.79,7.66,1888,1.14,8.07,7.28,8.7,2.76,9774,2.63,4.49,2819,7.24,7.24,4.26,11.26,4.56,1.392,1.469,0.586,1.493,6.351,0.897,0.585,1.294,1.652,Clear,Excellent,Night,Attack,Defend,Full Ambush,No,50.0
5441,1.52,3.55,1783,5.34,3.61,9.73,3.1,7.14,12972,9.03,11.17,2219,4.97,0.9,8.77,6.64,8.9,2.384,5.941,3.146,1.245,0.931,0.249,0.901,2.142,1.246,Clear,Very Low,Morning,Defend,Defend,None,No,1.0
8387,8.67,6.14,4969,6.63,8.24,5.1,4.81,8.22,3508,8.2,5.75,6477,10.87,7.31,9.94,5.56,4.84,0.418,0.946,0.936,1.303,1.64,0.887,1.949,1.156,0.589,Fog,Moderate,Morning,Attack,Attack,None,Yes,69.6
4483,7.57,1.54,1747,4.62,3.78,9.82,5.0,1.21,2114,3.33,7.1,2358,11.51,9.26,9.93,8.57,10.92,0.472,0.44,4.61,1.35,2.491,2.45,1.011,1.714,9.025,Rain,Good,Night,Attack,Defend,None,Yes,27.3
2343,7.29,9.64,1356,1.61,2.09,2.12,8.49,7.59,12269,1.15,7.33,6380,9.01,8.03,3.26,8.57,3.54,5.236,0.158,0.76,4.705,5.596,3.842,1.538,1.009,0.466,Cloudy,Moderate,Midday,Attack,Attack,None,No,5.3
3206,4.06,1.99,1834,6.5,5.8,8.61,7.08,6.74,13209,9.7,10.58,613,3.5,8.03,11.48,8.39,4.04,4.12,2.389,5.317,0.334,0.538,1.384,1.333,1.185,0.599,Cloudy,Moderate,Dawn,Attack,Attack,None,Yes,3.8
5299,4.42,1.61,2995,6.45,9.51,1.35,8.02,2.76,2745,8.35,8.47,5793,7.61,9.31,8.87,10.75,5.05,0.518,1.889,5.261,1.934,1.18,0.979,6.57,1.34,1.83,Cloudy,Very Low,Morning,Defend,Defend,Partial,Yes,4.7
5548,9.62,1.4,4564,5.55,4.73,5.79,7.24,6.58,9700,10.62,4.57,3606,3.41,6.59,8.47,7.24,4.43,1.748,1.104,3.264,0.79,0.614,1.393,1.463,1.0,0.673,Clear,Low,Midday,Attack,Attack,None,No,17.1
8153,1.57,4.85,3961,7.24,5.64,5.36,6.33,4.79,2643,1.28,8.62,3591,7.1,9.3,9.84,3.31,11.5,0.324,0.815,1.777,0.907,0.981,1.649,1.836,0.523,2.401,Rain,Good,Afternoon,Defend,Attack,None,Yes,65.8
8018,7.96,1.87,4227,2.87,5.06,8.71,2.19,1.76,415,6.11,10.77,4196,4.98,3.05,9.53,9.38,7.22,0.052,0.768,5.759,0.993,1.735,0.603,1.094,4.283,4.102,Rain,Very Low,Night,Attack,Defend,None,No,65.1
6023,3.79,7.7,4309,7.11,5.12,7.31,8.5,5.71,8226,2.34,9.95,4661,9.29,5.18,2.93,7.56,3.63,1.366,0.617,1.292,1.082,1.307,1.012,0.401,0.889,0.636,Clear,Low,Morning,Defend,Attack,Partial,No,63.8
7917,1.35,9.09,4611,2.45,2.93,4.97,6.47,9.76,14265,8.26,1.04,5737,10.81,8.08,7.46,8.25,4.74,1.802,6.119,0.114,1.244,4.412,2.758,1.501,1.275,0.486,Clear,Low,Dusk,Defend,Attack,None,Yes,4.4
2322,7.68,3.34,1252,4.53,4.8,9.06,7.31,6.84,8939,3.37,1.26,423,0.66,2.39,9.89,6.87,5.7,3.85,0.439,0.377,0.338,0.146,0.498,1.092,0.94,0.833,Rain,Good,Midday,Attack,Attack,None,Yes,96.8
976,3.98,6.66,2346,1.61,5.47,8.97,8.01,3.97,6551,3.52,8.31,2225,11.01,9.31,8.22,6.95,8.29,6.712,0.884,1.248,0.948,6.839,1.702,0.916,0.868,2.088,Clear,Good,Midday,Attack,Attack,Partial,No,4.2
8800,7.5,1.38,1987,8.37,7.7,1.22,3.81,6.07,4374,8.72,11.78,3270,3.48,7.24,7.17,5.97,5.31,0.497,1.163,8.536,1.646,0.416,0.94,5.877,1.567,0.875,Rain,Moderate,Dawn,Defend,Attack,None,No,1.0
1218,7.37,4.48,1971,5.84,2.26,8.84,4.94,7.64,4366,9.99,7.39,6754,8.82,8.91,3.66,4.19,8.9,3.585,1.355,1.65,3.427,1.51,3.942,0.414,0.848,1.165,Rain,Good,Dawn,Attack,Attack,None,Yes,2.2
2844,5.81,3.64,3296,9.74,6.14,5.74,5.87,2.41,4094,10.97,5.51,475,3.08,10.4,9.45,3.0,10.16,1.44,1.888,1.514,0.144,0.316,1.694,1.646,0.511,4.216,Clear,Moderate,Morning,Attack,Defend,None,No,83.4
7106,8.0,3.06,2069,9.48,6.96,8.55,4.09,5.76,3296,1.4,7.19,2795,4.46,11.63,1.12,2.58,3.29,0.464,0.175,2.35,1.351,0.47,1.671,0.131,0.631,0.571,Rain,Good,Afternoon,Defend,Defend,None,Yes,99.0
4390,6.23,6.8,3120,9.99,4.45,2.63,3.33,5.56,1185,9.78,5.73,5489,7.56,3.83,8.41,11.4,9.39,0.27,1.57,0.843,1.759,0.757,0.861,3.198,3.423,1.689,Rain,Good,Morning,Attack,Defend,None,No,43.1
8825,3.58,2.17,1973,1.91,5.94,2.36,7.99,4.39,11405,11.67,2.96,6517,2.32,9.63,9.36,11.44,5.5,1.292,3.26,1.364,3.303,1.215,1.621,3.966,1.432,1.253,Cloudy,Good,Dusk,Attack,Defend,None,Yes,1.0
3331,7.61,8.75,1625,6.46,7.4,7.5,7.78,7.72,4867,1.1,3.72,5651,3.17,4.64,11.16,11.13,3.67,1.461,0.145,0.425,3.478,0.491,0.627,1.488,1.431,0.475,Clear,Excellent,Night,Attack,Attack,None,No,85.7
613,6.3,6.98,1830,4.67,5.19,3.48,8.49,6.09,2510,10.99,3.94,6841,6.0,6.08,8.99,10.9,7.53,4.095,1.744,0.564,3.738,1.285,1.171,2.583,1.284,1.236,Rain,Moderate,Night,Defend,Attack,None,No,1.0
3356,1.11,7.4,4038,5.79,4.0,6.03,7.27,7.29,9142,11.47,7.39,3714,1.86,7.53,6.53,1.67,11.61,2.724,10.333,0.999,0.92,0.321,1.882,1.083,0.23,1.593,Storm,Excellent,Midday,Defend,Attack,Partial,Yes,2.0
5992,9.11,9.42,3045,3.78,8.42,7.2,3.81,6.36,14028,2.71,10.06,5111,2.05,3.23,2.76,5.08,10.02,2.341,0.297,1.068,1.678,0.542,0.384,0.383,1.333,1.575,Clear,Very Low,Afternoon,Defend,Attack,Partial,No,21.3
4071,5.91,9.48,4873,1.43,9.9,6.49,3.94,8.03,10390,4.05,1.09,6175,8.2,2.94,5.08,10.88,2.23,2.552,0.685,0.115,1.267,5.734,0.297,0.783,2.761,0.278,Cloudy,Good,Dawn,Attack,Defend,None,Yes,62.5
5581,8.82,5.96,4180,7.37,2.95,7.29,5.75,6.71,3039,3.94,6.51,2930,11.99,7.31,1.59,3.04,3.38,0.545,0.447,1.092,0.701,1.627,2.478,0.218,0.529,0.504,Cloudy,Low,Night,Defend,Attack,None,No,96.8
8828,8.94,5.46,2480,9.69,9.0,6.58,8.52,7.1,6329,11.42,6.6,614,11.85,8.55,5.58,11.04,9.85,0.717,1.277,1.209,0.248,1.223,0.95,0.848,1.296,1.387,Cloudy,Good,Dusk,Attack,Attack,None,No,80.8
9169,5.0,4.02,1288,5.79,5.91,4.41,4.12,3.03,12412,0.69,11.55,434,6.23,11.49,2.2,11.7,9.29,1.354,0.138,2.873,0.337,1.076,1.944,0.499,2.84,3.066,Rain,Moderate,Dusk,Attack,Attack,None,No,73.8
